IGO_A,IGO_B,mandate_similarity,relational_similarity,delta_incongruence,positive_incongruence,high_incongruence
UN DOALOS,IFAD,0.1621149777736167,0.4738912973560396,-0.3117763195824229,False,False
UN DOALOS,ITC,0.07207228961760025,0.5938477297325625,-0.5217754401149622,False,False
UN DOALOS,UNCCD,0.368436609018599,0.5592986070870103,-0.1908619980684113,False,False
UN DOALOS,UNU,0.3219251346712622,0.8029240775835043,-0.48099894291224204,False,False
UN DOALOS,Ramsar,0.4006142623103276,0.64007359319032,-0.23945933087999238,False,False
UN DOALOS,Minamata,0.20016076032761818,0.7000669738962803,-0.49990621356866205,False,False
UN DOALOS,UNOOSA,0.12131574081866928,0.53119013141552,-0.4098743905968507,False,False
UN DOALOS,UNODC,0.0,0.6162527154306147,-0.6162527154306147,False,False
UNFCCC,ISA,0.16357424380936586,0.8203239221168847,-0.6567496783075188,False,False
UNFCCC,UNEP,0.6579233535813608,0.9157682501035556,-0.2578448965221948,False,False
UNFCCC,UNDP,0.5160272452460777,0.687471097627043,-0.17144385238096527,False,False
UNFCCC,UNCTAD,0.08102017950902751,0.7934129451993877,-0.7123927656903601,False,False
UNFCCC,UNIDO,0.6154097971804962,0.8530855609902823,-0.23767576380978617,False,False
UNFCCC,ILO,0.8081660621992381,0.8795544769733733,-0.07138841477413516,False,False
UNFCCC,ITU,0.0,0.9106001024510435,-0.9106001024510435,False,False
UNFCCC,UNICEF,0.2562083036842296,0.8468117647212374,-0.5906034610370079,False,False
UNFCCC,WHO,0.1779020979596172,0.8506751321623085,-0.6727730342026913,False,False
UNFCCC,UNHCR/OHCHR,0.1601301898026435,0.7229102833640974,-0.5627800935614539,False,False
UNFCCC,UNDRR,0.449566335359827,0.7475055391230547,-0.29793920376322774,False,False
UNFCCC,UNGC,0.8471045142422341,0.7067084049029869,0.14039610933924718,True,False
UNFCCC,IAEA,0.7188918860803332,0.7650793247302115,-0.04618743864987829,False,False
UNFCCC,WMO,0.7353632271929232,0.6804205233374154,0.05494270385550781,True,False
UNFCCC,OECD,0.4796950552022929,0.5776119787586922,-0.0979169235563993,False,False
UNFCCC,WBG,0.6317321909254197,0.5402930383594163,0.09143915256600332,True,False
UNFCCC,IMF,0.5335355965660485,0.6932254913231072,-0.15968989475705864,False,False
UNFCCC,IHO,0.77115187691352,0.7358884295597886,0.035263447353731436,True,False
UNFCCC,ICES,0.30161217430268167,0.8159806013458175,-0.5143684270431359,False,False
UNFCCC,IPBES,0.7187959981125849,0.6426131004718822,0.07618289764070263,True,False
UNFCCC,IPCC,0.25231348819362526,0.8675952803859568,-0.6152817921923315,False,False
UNFCCC,WTO,0.5740457469628893,0.7460889740030241,-0.17204322704013475,False,False
