IGO_A,IGO_B,mandate_similarity,relational_similarity,delta_incongruence,positive_incongruence,high_incongruence
UNDP,UN Women,0.31789154708420575,0.7904418700982113,-0.47255032301400557,False,False
UNDP,WIPO,0.4647408381376864,0.7242716684730464,-0.25953083033535995,False,False
UNDP,UNFPA,0.6390186524393188,0.9122834049983114,-0.27326475255899263,False,False
UNDP,UN-Habitat,0.5945151119102329,0.8488261792203226,-0.2543110673100897,False,False
UNDP,WFP,0.3655682273586132,0.8119603452239862,-0.446392117865373,False,False
UNDP,UNWTO,0.6677727597508054,0.7872179331499447,-0.11944517339913929,False,False
UNDP,UNRISD,0.7138876457463308,0.8226699583246401,-0.10878231257830928,False,False
UNDP,BRS,0.7789149017296355,0.6542286738679098,0.12468622786172567,True,False
UNDP,CBD,0.49456235981035845,0.7524722534012526,-0.2579098935908941,False,False
UNDP,CITES,0.520432308970678,0.7585233038687019,-0.23809099489802388,False,False
UNDP,CMS,0.6549522603165702,0.8421954132635632,-0.187243152946993,False,False
UNDP,IFAD,0.47567741299591554,0.7673662200178781,-0.2916888070219626,False,False
UNDP,ITC,0.23130007519750415,0.8777769328069354,-0.6464768576094312,False,False
UNDP,UNCCD,0.6955387171903533,0.7872091726965175,-0.09167045550616415,False,False
UNDP,UNU,0.6811961723232981,0.6250853064358529,0.05611086588744518,True,False
UNDP,Ramsar,0.65678369107383,0.6431359539294871,0.013647737144342864,True,False
UNDP,Minamata,0.4981658050516118,0.7396814163732142,-0.24151561132160237,False,False
UNDP,UNOOSA,0.27809717282151347,0.8185598512247326,-0.5404626784032192,False,False
UNDP,UNODC,0.3046401894655111,0.8203483691370466,-0.5157081796715355,False,False
UNCTAD,UNIDO,0.44912926417753246,0.8652045143034062,-0.4160752501258737,False,False
UNCTAD,ILO,0.2339069233215012,0.8425617525329583,-0.6086548292114571,False,False
UNCTAD,ITU,0.2981423969999719,0.8539786582438611,-0.5558362612438892,False,False
UNCTAD,UNICEF,0.49190985824841454,0.8285181571435827,-0.33660829889516813,False,False
UNCTAD,WHO,0.4554200340426488,0.7545818674996088,-0.29916183345695996,False,False
UNCTAD,UNHCR/OHCHR,0.4216370213557839,0.6929979444765507,-0.2713609231207668,False,False
UNCTAD,UNDRR,0.3437329543395524,0.8087866034754096,-0.4650536491358572,False,False
UNCTAD,UNGC,0.1533382638397323,0.5662776190774731,-0.41293935523774083,False,False
UNCTAD,IAEA,0.259886464189953,0.8341654110689424,-0.5742789468789894,False,False
UNCTAD,WMO,0.5660029763793298,0.7503764197714391,-0.18437344339210926,False,False
UNCTAD,OECD,0.7393589270873273,0.6277562641350914,0.11160266295223586,True,False
UNCTAD,WBG,0.49770585432525044,0.6487033953215747,-0.1509975409963243,False,False
UNCTAD,IMF,0.6287809698485455,0.841076494398612,-0.2122955245500665,False,False
UNCTAD,IHO,0.25657047077347594,0.8057215213593795,-0.5491510505859035,False,False
UNCTAD,ICES,0.16276214592677424,0.8321031377450715,-0.6693409918182973,False,False
UNCTAD,IPBES,0.21978032945096074,0.69370045701184,-0.4739201275608793,False,False
UNCTAD,IPCC,0.11072730647165326,0.6582953880816482,-0.5475680816099949,False,False
UNCTAD,WTO,0.6281998226101455,0.8578361237052867,-0.22963630109514122,False,False
UNCTAD,IOM,0.257883339504306,0.7361725895406016,-0.47828925003629563,False,False
UNCTAD,UNOPS,0.3307592922378892,0.6519473229347357,-0.3211880306968465,False,False
UNCTAD,UN Women,0.2484519974999767,0.7565194704629914,-0.5080674729630147,False,False
UNCTAD,WIPO,0.5720775535473553,0.7855973213684971,-0.2135197678211418,False,False
UNCTAD,UNFPA,0.3813850356982369,0.7401617810560048,-0.35877674535776793,False,False
UNCTAD,UN-Habitat,0.480132947776315,0.7272080108471034,-0.24707506307078841,False,False
UNCTAD,WFP,0.2666666666666667,0.7770390556172515,-0.5103723889505848,False,False
UNCTAD,UNWTO,0.5981054527016644,0.8110797015215581,-0.21297424881989369,False,False
UNCTAD,UNRISD,0.40316210454317575,0.6834530757664055,-0.2802909712232297,False,False
UNCTAD,BRS,0.2073920667597569,0.6285903497310168,-0.4211982829712599,False,False
UNCTAD,CBD,0.14542673615655052,0.6546999656067269,-0.5092732294501764,False,False
UNCTAD,CITES,0.5962571992639736,0.5565889836451747,0.03966821561879885,True,False
UNCTAD,CMS,0.3436671469964735,0.5371274859694628,-0.1934603389729893,False,False
UNCTAD,IFAD,0.5855400437691199,0.7487592737272768,-0.16321922995815685,False,False
UNCTAD,ITC,0.9761870601839528,0.7892962408149777,0.18689081936897511,True,False
UNCTAD,UNCCD,0.34790830562850245,0.6597682181761704,-0.31185991254766793,False,False
UNCTAD,UNU,0.521749194749951,0.661302591507095,-0.13955339675714407,False,False
UNCTAD,Ramsar,0.08136228765794777,0.7531694311636588,-0.671807143505711,False,False
UNCTAD,Minamata,0.5163977794943222,0.7114671443839352,-0.19506936488961302,False,False
UNCTAD,UNOOSA,0.6085806194501845,0.6959685607793672,-0.0873879413291827,False,False
UNCTAD,UNODC,0.0,0.7509858841979631,-0.7509858841979631,False,False
UNIDO,ILO,0.5788847171513006,0.932383590967831,-0.35349887381653033,False,False
UNIDO,ITU,0.3012850696156272,0.9213282818693832,-0.620043212253756,False,False
UNIDO,UNICEF,0.639122147386413,0.8241855280556125,-0.18506338066919947,False,False
UNIDO,WHO,0.5917121302601364,0.7850903222014484,-0.193378191941312,False,False
UNIDO,UNHCR/OHCHR,0.49709500352276575,0.6805528669444454,-0.18345786342167963,False,False
UNIDO,UNDRR,0.7589445678656308,0.7729057112544898,-0.01396114338885901,False,False
UNIDO,UNGC,0.5692339685644661,0.6712516098891709,-0.10201764132470481,False,False
UNIDO,IAEA,0.5512973164504753,0.7273431900980852,-0.17604587364760993,False,False
UNIDO,WMO,0.7836897546330372,0.6548523370505251,0.1288374175825121,True,False
UNIDO,OECD,0.8210509651027859,0.5411151421248427,0.27993582297794317,True,True
UNIDO,WBG,0.8401008810999567,0.6431195890685817,0.19698129203137504,True,False
UNIDO,IMF,0.9092273068267066,0.7105633323745632,0.19866397445214345,True,False
UNIDO,IHO,0.6308921507886324,0.6800565292519215,-0.04916437846328914,False,False
UNIDO,ICES,0.49887067166832133,0.7938140907679867,-0.29494341909966537,False,False
UNIDO,IPBES,0.5359696191246507,0.5845088551512411,-0.04853923602659038,False,False
UNIDO,IPCC,0.3916306302297935,0.7119107547445073,-0.32028012451471377,False,False
UNIDO,WTO,0.9294304493828788,0.7170705249910034,0.21235992439187534,True,False
UNIDO,IOM,0.7547636333491409,0.7646973216881836,-0.009933688339042734,False,False
UNIDO,UNOPS,0.5013686617065606,0.6002963187100746,-0.09892765700351402,False,False
UNIDO,UN Women,0.0,0.7818358134135913,-0.7818358134135913,False,False
UNIDO,WIPO,0.4496393486851118,0.7076729752084622,-0.2580336265233504,False,False
UNIDO,UNFPA,0.5781077340237152,0.7831221356474658,-0.20501440162375062,False,False
UNIDO,UN-Habitat,0.7483415020904145,0.6878167151173114,0.06052478697310315,True,False
UNIDO,WFP,0.2694775585065196,0.7649368357584304,-0.4954592772519108,False,False
UNIDO,UNWTO,0.8260118485188171,0.8074947529478936,0.018517095570923514,True,False
UNIDO,UNRISD,0.5601911886380142,0.7304314621907922,-0.17024027355277804,False,False
UNIDO,BRS,0.7352555907897259,0.593194474909484,0.14206111588024195,True,True
UNIDO,CBD,0.5319696665967488,0.7476843872618615,-0.21571472066511266,False,False
UNIDO,CITES,0.6282374439432766,0.6172593794823479,0.01097806446092875,True,False
UNIDO,CMS,0.6324794935669674,0.5883621253184079,0.044117368248559496,True,False
UNIDO,IFAD,0.3944747535067576,0.6998221760139088,-0.30534742250715124,False,False
UNIDO,ITC,0.4384341760400474,0.7966538984022302,-0.3582197223621828,False,False
UNIDO,UNCCD,0.5713102735330383,0.6975727906888697,-0.12626251715583137,False,False
UNIDO,UNU,0.6025701392312542,0.46000092387562425,0.14256921535563,True,False
UNIDO,Ramsar,0.48346668951671795,0.7179696879149186,-0.2345029983982006,False,False
UNIDO,Minamata,0.5798233868179915,0.6741153600901223,-0.09429197327213079,False,False
UNIDO,UNOOSA,0.7379946876771946,0.750856607654072,-0.012861919976877467,False,False
UNIDO,UNODC,0.2694775585065195,0.7077780873910489,-0.43830052888452936,False,False
ILO,ITU,0.26151589047735385,0.8771282483824808,-0.6156123579051269,False,False
ILO,UNICEF,0.5239390353762969,0.8261022049003238,-0.3021631695240269,False,False
ILO,WHO,0.28533722941577505,0.8208927243120623,-0.5355554948962873,False,False
ILO,UNHCR/OHCHR,0.5855789218911553,0.6737091247304954,-0.08813020283934003,False,False
ILO,UNDRR,0.4784222546406433,0.7211004442691394,-0.24267818962849613,False,False
ILO,UNGC,0.8824531167906932,0.6870114634793263,0.19544165331136687,True,False
ILO,IAEA,0.8057983808820107,0.7126471336310162,0.09315124725099455,True,False
ILO,WMO,0.7510756211278538,0.6536008902271722,0.0974747309006816,True,False
ILO,OECD,0.5311336443316607,0.6014311286851157,-0.07029748435345506,False,False
ILO,WBG,0.4702374631796343,0.6493901170660473,-0.17915265388641305,False,False
ILO,IMF,0.5985824254683163,0.7950926579488515,-0.19651023248053523,False,False
ILO,IHO,0.7633667351087496,0.6681878333174495,0.09517890179130017,True,False
ILO,ICES,0.4330204882067936,0.7757742952298634,-0.3427538070230698,False,False
ILO,IPBES,0.7307603466921611,0.6059888786674845,0.12477146802467654,True,False
ILO,IPCC,0.09712456344173014,0.7012757861062462,-0.604151222664516,False,False
ILO,WTO,0.5380648807183901,0.703512034553421,-0.16544715383503095,False,False
ILO,IOM,0.5878360082978431,0.7492465205083028,-0.16141051221045966,False,False
ILO,UNOPS,0.1450629157638037,0.6562310231456279,-0.5111681073818242,False,False
ILO,UN Women,0.26151589047735385,0.7464124093653708,-0.48489651888801694,False,False
ILO,WIPO,0.36240993872295685,0.7239227659930267,-0.3615128272700699,False,False
ILO,UNFPA,0.5296760642873984,0.7618031632587402,-0.23212709897134176,False,False
ILO,UN-Habitat,0.31586180793649,0.623136259091564,-0.307274451155074,False,False
ILO,WFP,0.11695346166075066,0.8290790081801563,-0.7121255465194056,False,False
ILO,UNWTO,0.46235127821225774,0.8684871746040875,-0.4061358963918298,False,False
ILO,UNRISD,0.4199404082804995,0.7414974314307778,-0.32155702315027834,False,False
ILO,BRS,0.3954001793679962,0.5683158781671306,-0.17291569879913438,False,False
ILO,CBD,0.7253066668719957,0.7462658916642165,-0.020959224792220787,False,False
ILO,CITES,0.44745243213878183,0.580937908426321,-0.13348547628753915,False,False
ILO,CMS,0.4026855660718673,0.6583542729295422,-0.2556687068576749,False,False
ILO,IFAD,0.17120233764946505,0.7504773958169315,-0.5792750581674665,False,False
ILO,ITC,0.25370767981543285,0.8253922917280587,-0.5716846119126259,False,False
ILO,UNCCD,0.34331411826939184,0.7641220163060601,-0.4208078980366683,False,False
ILO,UNU,0.39227383571603075,0.49486120165592445,-0.1025873659398937,False,False
ILO,Ramsar,0.24889981625696705,0.7194748009605326,-0.47057498470356557,False,False
ILO,Minamata,0.3019725395289298,0.699298079865937,-0.3973255403370072,False,False
ILO,UNOOSA,0.42705366086605817,0.7871865278400529,-0.36013286697399477,False,False
ILO,UNODC,0.4093371158126273,0.7341898045019892,-0.32485268868936196,False,False
ITU,UNICEF,0.7071067811865475,0.7979374159983899,-0.09083063481184239,False,False
ITU,WHO,0.6546536707079772,0.8110557823902828,-0.15640211168230556,False,False
ITU,UNHCR/OHCHR,0.4714045207910316,0.7105506211933749,-0.23914610040234324,False,False
ITU,UNDRR,0.2882288445037764,0.8058033669251203,-0.5175745224213439,False,False
ITU,UNGC,0.0,0.6730699382142634,-0.6730699382142634,False,False
ITU,IAEA,0.37357958594622837,0.7516179385217042,-0.37803835257547586,False,False
ITU,WMO,0.39966983073201773,0.6748729448734108,-0.27520311414139303,False,False
ITU,OECD,0.3199851911106918,0.5393620298757708,-0.21937683876507896,False,False
ITU,WBG,0.0,0.6116502160725777,-0.6116502160725777,False,False
ITU,IMF,0.45192760442344077,0.6839964844911076,-0.23206888006766685,False,False
ITU,IHO,0.3688129373583955,0.7176534348001398,-0.3488404974417443,False,False
ITU,ICES,0.5459208336840116,0.7714608616817464,-0.22554002799773487,False,False
ITU,IPBES,0.24572187838482362,0.6058392513710819,-0.36011737298625823,False,False
ITU,IPCC,0.37139067635410367,0.7929118397037169,-0.42152116334961326,False,False
ITU,WTO,0.32416096310990644,0.72651241282734,-0.4023514497174336,False,False
ITU,IOM,0.0,0.790218747277791,-0.790218747277791,False,False
ITU,UNOPS,0.0,0.5452051655218113,-0.5452051655218113,False,False
ITU,UN Women,0.0,0.8264083029778084,-0.8264083029778084,False,False
ITU,WIPO,0.0,0.7483611626460324,-0.7483611626460324,False,False
ITU,UNFPA,0.4264014327112209,0.6981393047471732,-0.27173787203595234,False,False
ITU,UN-Habitat,0.4026037160494488,0.6731330381196473,-0.27052932207019853,False,False
ITU,WFP,0.0,0.7106683685178933,-0.7106683685178933,False,False
ITU,UNWTO,0.0,0.8275649653423994,-0.8275649653423994,False,False
ITU,UNRISD,0.3380617018914066,0.7417895932363997,-0.4037278913449931,False,False
ITU,BRS,0.0,0.6227530697275557,-0.6227530697275557,False,False
ITU,CBD,0.0,0.7093623353091318,-0.7093623353091318,False,False
ITU,CITES,0.4799777866660377,0.6407862802590765,-0.16080849359303878,False,False
ITU,CMS,0.41916169217319676,0.6303601423275809,-0.2111984501543841,False,False
ITU,IFAD,0.4364357804719848,0.6045864828376589,-0.16815070236567414,False,False
ITU,ITC,0.48507125007266594,0.72874862870324,-0.24367737863057404,False,False
ITU,UNCCD,0.29172998299578906,0.7696055544318272,-0.47787557143603815,False,False
ITU,UNU,0.3333333333333333,0.43828105326244227,-0.10494771992910895,False,False
ITU,Ramsar,0.0,0.6913083890610714,-0.6913083890610714,False,False
ITU,Minamata,0.38490017945975047,0.7184514518527465,-0.33355127239299603,False,False
ITU,UNOOSA,0.4082482904638631,0.7997101977560551,-0.39146190729219205,False,False
ITU,UNODC,0.0,0.7101846710163047,-0.7101846710163047,False,False
UNICEF,WHO,0.6686478498357317,0.9139046961447825,-0.24525684630905087,False,False
UNICEF,UNHCR/OHCHR,0.8333333333333334,0.7449711023479876,0.08836223098534579,True,False
UNICEF,UNDRR,0.4755533311250943,0.8448576713230644,-0.36930434019797015,False,False
UNICEF,UNGC,0.2727552184815321,0.8080072137702828,-0.5352519952887507,False,False
UNICEF,IAEA,0.44026776422573455,0.8900168229474975,-0.44974905872176296,False,False
UNICEF,WMO,0.5652184950925788,0.8844879575083375,-0.3192694624157587,False,False
UNICEF,OECD,0.5279486298651683,0.7181918597287119,-0.19024322986354358,False,False
UNICEF,WBG,0.2623140174112929,0.7005570522107087,-0.43824303479941584,False,False
UNICEF,IMF,0.6391221473864132,0.8499412241065194,-0.21081907672010625,False,False
UNICEF,IHO,0.376696852993429,0.8597783068204968,-0.48308145382706785,False,False
UNICEF,ICES,0.3860243234889781,0.8888211625297598,-0.5027968390407818,False,False
UNICEF,IPBES,0.2895860108196749,0.8291332402203446,-0.5395472294006698,False,False
UNICEF,IPCC,0.2626128657194451,0.8239110115197195,-0.5612981458002744,False,False
UNICEF,WTO,0.5348383021589467,0.8729710509559694,-0.3381327487970227,False,False
UNICEF,IOM,0.2718329078146949,0.8461124789830188,-0.574279571168324,False,False
UNICEF,UNOPS,0.26148818018424536,0.7124194867324769,-0.45093130654823155,False,False
UNICEF,UN Women,0.15713484026367727,0.8506558037940186,-0.6935209635303413,False,False
UNICEF,WIPO,0.5527707983925667,0.8443673251106611,-0.29159652671809444,False,False
UNICEF,UNFPA,0.7537783614444092,0.8857722439843705,-0.13199388253996125,False,False
UNICEF,UN-Habitat,0.6642622414154267,0.7831352257892849,-0.11887298437385818,False,False
UNICEF,WFP,0.210818510677892,0.8644668422694591,-0.6536483315915671,False,False
UNICEF,UNWTO,0.25791484247773205,0.8905912089289214,-0.6326763664511894,False,False
UNICEF,UNRISD,0.5976143046671969,0.8156157627205289,-0.21800145805333204,False,False
UNICEF,BRS,0.16395782490263214,0.7871134349747109,-0.6231556100720788,False,False
UNICEF,CBD,0.22993985946953047,0.8463372193305319,-0.6163973598610014,False,False
UNICEF,CITES,0.4148167806083466,0.7653991855970932,-0.3505824049887466,False,False
UNICEF,CMS,0.49398679158215947,0.7052738787806548,-0.21128708719849537,False,False
UNICEF,IFAD,0.41147559989891186,0.745471240200119,-0.33399564030120715,False,False
UNICEF,ITC,0.5716619504750295,0.8235605595839324,-0.2518986091089028,False,False
UNICEF,UNCCD,0.5500913313380232,0.8791905372245119,-0.32909920588648867,False,False
UNICEF,UNU,0.628539361054709,0.7431882159835288,-0.11464885492881982,False,False
UNICEF,Ramsar,0.25729014464092165,0.849024880372627,-0.5917347357317053,False,False
UNICEF,Minamata,0.6350528962771201,0.8731157982022018,-0.23806290192508162,False,False
UNICEF,UNOOSA,0.8660254037844387,0.7937442894745488,0.07228111430988993,True,False
UNICEF,UNODC,0.5270462766947299,0.8185702276522021,-0.2915239509574722,False,False
WHO,UNHCR/OHCHR,0.5143444998736398,0.7748438571471575,-0.2604993572735177,False,False
WHO,UNDRR,0.62896690352772,0.7748245281621523,-0.1458576246344323,False,False
WHO,UNGC,0.2805802928756179,0.8164046281219657,-0.5358243352463478,False,False
WHO,IAEA,0.4619565781223888,0.7872816544007812,-0.32532507627839247,False,False
WHO,WMO,0.697720858026537,0.7560922194497416,-0.05837136142320454,False,False
WHO,OECD,0.418958959865616,0.7514921913472308,-0.3325332314816148,False,False
WHO,WBG,0.323807453028616,0.7529992479014638,-0.42919179487284775,False,False
WHO,IMF,0.6245850263856995,0.8227235665520576,-0.19813854016635812,False,False
WHO,IHO,0.45606229279850025,0.7634408637484688,-0.3073785709499685,False,False
WHO,ICES,0.35738907768719735,0.8632078344055237,-0.5058187567183263,False,False
WHO,IPBES,0.2681045494298066,0.7938161974636254,-0.5257116480338189,False,False
WHO,IPCC,0.6483527187784862,0.8701282842612825,-0.2217755654827963,False,False
WHO,WTO,0.5659017717336893,0.8169902646681697,-0.25108849293448043,False,False
WHO,IOM,0.25166836983446356,0.9146065223999867,-0.6629381525655231,False,False
WHO,UNOPS,0.6052275326688025,0.695051244294833,-0.08982371162603053,False,False
WHO,UN Women,0.0,0.864450611977101,-0.864450611977101,False,False
WHO,WIPO,0.18609684207969418,0.8491348652392052,-0.663038023159511,False,False
WHO,UNFPA,0.6513389472789297,0.8605155299912138,-0.20917658271228412,False,False
WHO,UN-Habitat,0.7028426681398502,0.6932597318336952,0.009582936306155032,True,False
WHO,WFP,0.5855400437691199,0.8819548842137224,-0.2964148404446024,False,False
WHO,UNWTO,0.31837699359407445,0.9202870229441585,-0.6019100293500841,False,False
WHO,UNRISD,0.8114822249196494,0.8478366179672562,-0.03635439304760679,False,False
WHO,BRS,0.3035908996196908,0.6416930916919411,-0.3381021920722503,False,False
WHO,CBD,0.10644147181788358,0.8235008881082768,-0.7170594162903933,False,False
WHO,CITES,0.3840457132101481,0.6573154780642348,-0.27326976485408677,False,False
WHO,CMS,0.4573429006689174,0.7163001905559002,-0.2589572898869828,False,False
WHO,IFAD,0.7619047619047621,0.7612951493338079,0.0006096125709541544,True,False
WHO,ITC,0.5292561240249632,0.8154240267902993,-0.2861679027653361,False,False
WHO,UNCCD,0.6366070140792303,0.9187429147101104,-0.2821359006308801,False,False
WHO,UNU,0.6546536707079771,0.6242895724133986,0.030364098294578534,True,False
WHO,Ramsar,0.2977554842274403,0.7461689505251181,-0.4484134662976778,False,False
WHO,Minamata,0.5879447357921312,0.8300313990631821,-0.24208666327105088,False,False
WHO,UNOOSA,0.6236095644623237,0.8505421065597413,-0.22693254209741753,False,False
WHO,UNODC,0.0,0.8675886840786436,-0.8675886840786436,False,False
UNHCR/OHCHR,UNDRR,0.37364904588400266,0.7068637114494729,-0.33321466556547025,False,False
UNHCR/OHCHR,UNGC,0.4242858954157166,0.7533695049953703,-0.32908360957965366,False,False
UNHCR/OHCHR,IAEA,0.322863027098872,0.7894337698001894,-0.46657074270131743,False,False
UNHCR/OHCHR,WMO,0.44746464194829155,0.6979908885955228,-0.2505262466472313,False,False
UNHCR/OHCHR,OECD,0.4148167806083466,0.818640789397415,-0.40382400878906843,False,False
UNHCR/OHCHR,WBG,0.21859501450941077,0.6856172843825934,-0.4670222698731826,False,False
UNHCR/OHCHR,IMF,0.5681085754545895,0.6184972717703524,-0.050388696315762926,False,False
UNHCR/OHCHR,IHO,0.28976680999494536,0.7266750692141325,-0.43690825921918713,False,False
UNHCR/OHCHR,ICES,0.257349548992652,0.791230023491638,-0.533880474498986,False,False
UNHCR/OHCHR,IPBES,0.2316688086557399,0.7836076845022122,-0.5519388758464723,False,False
UNHCR/OHCHR,IPCC,0.17507524381296338,0.7963477671676942,-0.6212725233547308,False,False
UNHCR/OHCHR,WTO,0.4202300945534581,0.7563762679490736,-0.33614617339561553,False,False
UNHCR/OHCHR,IOM,0.4077493617220423,0.8253393920472795,-0.41759003032523717,False,False
UNHCR/OHCHR,UNOPS,0.26148818018424536,0.6353500466212088,-0.3738618664369634,False,False
UNHCR/OHCHR,UN Women,0.4714045207910317,0.867457149963051,-0.39605262917201933,False,False
UNHCR/OHCHR,WIPO,0.5025189076296063,0.7707510987307173,-0.2682321911011111,False,False
UNHCR/OHCHR,UNFPA,0.904534033733291,0.686062548295877,0.21847148543741401,True,False
UNHCR/OHCHR,UN-Habitat,0.5219203325406924,0.7859320257067565,-0.2640116931660641,False,False
UNHCR/OHCHR,WFP,0.210818510677892,0.7116732086040473,-0.5008546979261552,False,False
UNHCR/OHCHR,UNWTO,0.25791484247773205,0.7956317794409551,-0.5377169369632231,False,False
UNHCR/OHCHR,UNRISD,0.756978119245116,0.8049327340126393,-0.047954614767523274,False,False
UNHCR/OHCHR,BRS,0.16395782490263214,0.6462049915927477,-0.4822471666901156,False,False
UNHCR/OHCHR,CBD,0.17245489460214786,0.7806299032355992,-0.6081750086334514,False,False
UNHCR/OHCHR,CITES,0.3016849313515248,0.7580619404638195,-0.4563770091122947,False,False
UNHCR/OHCHR,CMS,0.3210914145284036,0.7807718761092478,-0.4596804615808442,False,False
UNHCR/OHCHR,IFAD,0.3086066999241839,0.6571494321897173,-0.34854273226553345,False,False
UNHCR/OHCHR,ITC,0.4573295603800236,0.6826512462200104,-0.2253216858399868,False,False
UNHCR/OHCHR,UNCCD,0.5844720395466497,0.8411028458679477,-0.256630806321298,False,False
UNHCR/OHCHR,UNU,0.6678230711206283,0.590560101841674,0.07726296927895437,True,False
UNHCR/OHCHR,Ramsar,0.16080634040057606,0.6849576374496181,-0.5241512970490421,False,False
UNHCR/OHCHR,Minamata,0.4082482904638631,0.6568580659304462,-0.24860977546658308,False,False
UNHCR/OHCHR,UNOOSA,0.6735753140545635,0.7828202949430331,-0.10924498088846957,False,False
UNHCR/OHCHR,UNODC,0.52704627669473,0.8445546846191608,-0.3175084079244308,False,False
UNDRR,UNGC,0.3777965918376652,0.7498985105482441,-0.3721019187105789,False,False
UNDRR,IAEA,0.61713712389023,0.8679033892178345,-0.2507662653276045,False,False
UNDRR,WMO,0.7049827650659538,0.8502354602953586,-0.14525269522940476,False,False
UNDRR,OECD,0.7138216761322558,0.6249954284485044,0.08882624768375136,True,False
UNDRR,WBG,0.640437555299971,0.7289750985776333,-0.08853754327766228,False,False
UNDRR,IMF,0.7155250441248547,0.7479674247136995,-0.032442380588844744,False,False
UNDRR,IHO,0.5130634350028657,0.841600042633722,-0.32853660763085635,False,False
UNDRR,ICES,0.4772520504757365,0.7763039940562902,-0.29905194358055376,False,False
UNDRR,IPBES,0.4984028868954228,0.8186525636023553,-0.3202496767069325,False,False
UNDRR,IPCC,0.10704550550501929,0.778482498377613,-0.6714369928725936,False,False
UNDRR,WTO,0.7231369714972667,0.8716566502123488,-0.1485196787150821,False,False
UNDRR,IOM,0.5805750348263735,0.7573595876114829,-0.1767845527851094,False,False
UNDRR,UNOPS,0.3997014915100396,0.667147430416548,-0.2674459389065084,False,False
UNDRR,UN Women,0.0,0.8073574800020517,-0.8073574800020517,False,False
UNDRR,WIPO,0.27652768255149746,0.84277986742464,-0.5662521848731426,False,False
UNDRR,UNFPA,0.33797827867405245,0.7778888411777996,-0.4399105625037471,False,False
UNDRR,UN-Habitat,0.5097216946845465,0.8698106074896528,-0.36008891280510624,False,False
UNDRR,WFP,0.7089492183253269,0.6782182201776837,0.03073099814764313,True,False
UNDRR,UNWTO,0.6822622605749465,0.7670728178111211,-0.08481055723617459,False,False
UNDRR,UNRISD,0.5115554519624864,0.7322489017101167,-0.22069344974763028,False,False
UNDRR,BRS,0.5753905508534193,0.7992171588160656,-0.2238266079626463,False,False
UNDRR,CBD,0.45953551013788096,0.6773111889877088,-0.21777567884982785,False,False
UNDRR,CITES,0.5985354737670624,0.7774631209016106,-0.17892764713454823,False,False
UNDRR,CMS,0.46753210771869763,0.7271109830850528,-0.2595788753663552,False,False
UNDRR,IFAD,0.4717251776457901,0.5840108714187973,-0.11228569377300718,False,False
UNDRR,ITC,0.3495288147761172,0.7901302588076363,-0.44060144403151913,False,False
UNDRR,UNCCD,0.2942974856709392,0.7517865187269722,-0.457489033056033,False,False
UNDRR,UNU,0.3362669852544058,0.6626624429878,-0.3263954577333942,False,False
UNDRR,Ramsar,0.48591765610375115,0.7742244517991539,-0.28830679569540274,False,False
UNDRR,Minamata,0.2773483349374502,0.8502466393682295,-0.5728983044307794,False,False
UNDRR,UNOOSA,0.529510198639686,0.8165795588250866,-0.28706936018540063,False,False
UNDRR,UNODC,0.12889985787733219,0.7015079522150797,-0.5726080943377475,False,False
UNGC,IAEA,0.6802850497742132,0.7587589446540405,-0.07847389487982726,False,False
UNGC,WMO,0.7385542299519472,0.7572910505072789,-0.018736820555331657,False,False
UNGC,OECD,0.4194212929947037,0.7383176828567303,-0.31889638986202656,False,False
UNGC,WBG,0.5816438651515078,0.7401395919142358,-0.15849572676272805,False,False
UNGC,IMF,0.5692339685644662,0.5704556200202788,-0.0012216514558126557,False,False
UNGC,IHO,0.7506404353433307,0.7409683597943602,0.009672075548970538,True,False
UNGC,ICES,0.28541461794309386,0.780475611161721,-0.4950609932186272,False,False
UNGC,IPBES,0.6553887606026199,0.7642504929483919,-0.10886173234577201,False,False
UNGC,IPCC,0.3581451478268425,0.8139774103191243,-0.4558322624922818,False,False
UNGC,WTO,0.5499346421473353,0.7245714588237399,-0.17463681667640452,False,False
UNGC,IOM,0.7016091038419837,0.8245613299226834,-0.12295222608069967,False,False
UNGC,UNOPS,0.35661132858246036,0.6597364279700748,-0.30312509938761445,False,False
UNGC,UN Women,0.25715608612307955,0.8429780073754773,-0.5858219212523978,False,False
UNGC,WIPO,0.2741293088832281,0.7450551913176295,-0.4709258824344014,False,False
UNGC,UNFPA,0.5482586177664561,0.773655286309164,-0.2253966685427079,False,False
UNGC,UN-Habitat,0.33647898660312275,0.7649139808524452,-0.42843499424932246,False,False
UNGC,WFP,0.11500369787979928,0.7603023571986591,-0.6452986593188599,False,False
UNGC,UNWTO,0.5249909103000686,0.757701917530001,-0.23271100722993243,False,False
UNGC,UNRISD,0.5216077447590085,0.8223648266781197,-0.3007570819191112,False,False
UNGC,BRS,0.5229694097487605,0.7277705714696315,-0.20480116172087104,False,False
UNGC,CBD,0.6818562288165613,0.7296386552369165,-0.04778242642035524,False,False
UNGC,CITES,0.31656361879048983,0.7960721552153176,-0.47950853642482777,False,False
UNGC,CMS,0.36902478762657315,0.8502297237489109,-0.4812049361223378,False,False
UNGC,IFAD,0.22446423430049434,0.6008581451783057,-0.3763939108778114,False,False
UNGC,ITC,0.12473902415951635,0.7737362386154727,-0.6489972144559564,False,False
UNGC,UNCCD,0.46887587894968547,0.8334547784334109,-0.3645788994837254,False,False
